T_Id,tipo_interesado,tipo_documento,numero_documento,nombre
INT_DPTO_88,Persona_Juridica,NIT,892400038-2,"DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA"
